day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,lat,long
Tuesday,Evening,jenderal sudirman,ujung pandang,TL,R2,R2,-5.1330957,119.4136579
Tuesday,Afternoon,andi mappanyukki,mariso,TL,R2,NOV,-5.156363,119.4149266
Tuesday,Night,perintis kemerdekaan,tamalanrea,T,R2,NOV,-5.1268846,119.5022473
Monday,Morning,insinyur sutami,biringkanaya,T,R2,NOV,-5.0682302,119.5245258
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,T,R2,NOV,-5.0757471,119.5229217
Wednesday,Night,sawerigading,ujung pandang,TK,R4,R4,-5.1408703,119.4127661
Sunday,Afternoon,tamalanrea raya,tamalanrea,T,R2,NOV,-5.1389844,119.5193272
Tuesday,Afternoon,manunggal,tamalate,TL,R2,NOV,-5.1688427,119.4035453
Wednesday,Afternoon,urip sumuharjo,panakkukang,T,R2,NOV,-5.1348243,119.4316818
Monday,Night,insinyur sutami,tamalanrea,T,R2,NOV,-5.0811953,119.5000284
Wednesday,Night,urip sumuharjo,panakkukang,T,R2,NOV,-5.1348243,119.4316818
Wednesday,Morning,manuruki raya,tamalate,T,B2,NOV,-5.1767173,119.4289629
Thursday,Evening,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Friday,Evening,malengkeri,tamalate,TK,R4,R2,-5.1875239,119.4339559
Sunday,Afternoon,veteran selatan,makassar,TL,R4,R2,-5.1476981,119.4251041
Friday,Evening,manunggal,tamalate,TK,R2,R2,-5.1688427,119.4035453
Saturday,Afternoon,sultan alauddin,tamalate,TL,R2,NOV,-5.1682367,119.4209823
Saturday,Afternoon,boulevard,panakkukang,TK,R2,R2,-5.1570791,119.447818
Friday,Night,manuruki raya,tamalate,TK,R2,R2,-5.1767173,119.4289629
Saturday,Night,cendrawasih,mamajang,OC,R2,NOV,-5.167086,119.4118044
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Saturday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Night,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Thursday,Afternoon,insinyur sutami,tamalanrea,TK,TR,R4,-5.0811953,119.5000284
Friday,Morning,pettarani,rappocini,OC,TR,NOV,-5.1521953,119.4374749
Monday,Morning,tol reformasi,tallo,TK,TR,R4,-5.1108109,119.441089
Sunday,Evening,toddopuli v,panakkukang,TL,R2,R2,-5.1629652,119.4516598
Monday,Morning,toddopuli timur,panakkukang,TL,R2,R2,-5.1619436,119.4574242
Saturday,Morning,haji kalla,panakkukang,OC,R2,NOV,-5.1399514,119.4581721
Saturday,Evening,hartaco indah,tamalate,TM,R2,NOV,-5.1873992,119.4217588
Sunday,Afternoon,insinyur sutami,tamalanrea,TL,R2,R2,-5.0811953,119.5000284
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Tuesday,Morning,paccerakkang,biringkanaya,TL,R2,R2,-5.1239434,119.5224673
Monday,Evening,arief rate,ujung pandang,TK,R2,R4,-5.146145,119.4128284
Monday,Afternoon,toddopuli x,panakkukang,TL,R2,R2,-5.1634968,119.4533003
Tuesday,Morning,tamalanrea jaya,tamalanrea,TK,R4,R2,-5.1316252,119.5005222
Wednesday,Evening,pettarani,rappocini,OC,R2,NOV,-5.1521953,119.4374749
Wednesday,Afternoon,veteran selatan,makassar,TL,R2,R2,-5.1476981,119.4251041
Wednesday,Afternoon,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Saturday,Morning,sultan alauddin,rappocini,OC,R2,NOV,-5.176566,119.4363938
Tuesday,Morning,pettarani,panakkukang,TK,R2,R4,-5.1366409,119.4400406
Wednesday,Morning,pengayoman,panakkukang,TK,R4,R2,-5.1601369,119.4481629
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Thursday,Evening,daeng tata raya iii,tamalate,OC,R2,NOV,-5.1850019,119.423432
Wednesday,Morning,pettarani,panakkukang,TM,R2,NOV,-5.1366409,119.4400406
Monday,Afternoon,aroepala,rappocini,TK,R2,R4,-5.1722183,119.4529
Thursday,Morning,sultan alauddin,rappocini,TL,TR,R4,-5.176566,119.4363938
Monday,Afternoon,sunu,tallo,TK,R2,R2,-5.1247334,119.4296097
Wednesday,Morning,nipa nipa,manggala,TL,R2,R2,-5.1624042,119.5001015
Friday,Afternoon,pettarani,rappocini,TK,R4,R4,-5.1521953,119.4374749
Saturday,Night,barawaja,panakkukang,TK,R2,R2,-5.1357031,119.4402319
Saturday,Night,pettarani,rappocini,TK,R2,R4,-5.1521953,119.4374749
Saturday,Night,aroepala,rappocini,TK,R4,R4,-5.1722183,119.4529
Wednesday,Night,raya telkomas,biringkanaya,OC,R2,NOV,-5.1325814,119.5136233
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R4,R4,-5.0757471,119.5229217
Friday,Evening,pajaiang,biringkanaya,TK,R4,R4,-5.1048027,119.5252166
Monday,Morning,toddopuli,panakkukang,TL,R2,R2,-5.1643772,119.4506917
Saturday,Morning,antang raya,manggala,OC,R2,NOV,-5.1664795,119.478882
Friday,Morning,pettarani,rappocini,TL,R4,R2,-5.1521953,119.4374749
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,R4,R4,-5.1661576,119.3917443
Saturday,Morning,mesjid raya,bontoala,TL,R2,R2,-5.1316682,119.4262745
Sunday,Morning,btn gardenia,panakkukang,OC,R2,NOV,-5.145418,119.4511414
Sunday,Afternoon,batua raya,manggala,OC,R2,NOV,-5.1600372,119.4594597
Sunday,Night,jenderal sudirman,ujung pandang,TL,R4,R2,-5.1330957,119.4136579
Friday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Thursday,Night,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Saturday,Night,sam ratulangi,mamajang,OC,R2,NOV,-5.161255,119.4173574
Monday,Morning,cendrawasih,mamajang,TK,R2,R3,-5.167086,119.4118044
Wednesday,Morning,tol reformasi,ujung tanah,TK,R4,R4,-5.1127703,119.4287468
Tuesday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Monday,Night,urip sumuharjo,makassar,TM,R2,NOV,-5.1348243,119.4316818
Tuesday,Afternoon,perintis kemerdekaan 10,tamalanrea,TK,R2,R4,-5.1322923,119.4983738
Monday,Afternoon,cendrawasih,mariso,TK,R2,R2,-5.155219,119.4137008
Monday,Evening,andi mangerangi,tamalate,OC,R2,NOV,-5.16894,119.4185142
Wednesday,Morning,insinyur sutami,tamalanrea,TK,R2,TR,-5.0811953,119.5000284
Friday,Night,cendrawasih,mariso,TK,R2,R2,-5.155219,119.4137008
Wednesday,Night,nipa nipa,manggala,OC,R2,NOV,-5.1624042,119.5001015
Friday,Evening,puri raya,manggala,TK,R4,R2,-5.169771,119.4641834
Friday,Evening,andi mappaodang,tamalate,TM,R2,NOV,-5.1732205,119.4158686
Saturday,Night,boulevard,panakkukang,TM,R2,NOV,-5.1570791,119.447818
Sunday,Night,ujung,bontoala,TK,R2,R2,-5.1224632,119.4183831
Saturday,Afternoon,batara bira,biringkanaya,TM,R2,NOV,-5.0884975,119.5063692
Sunday,Night,jenderal ahmad yani,ujung pandang,TK,R2,R4,-5.132958,119.4104713
Sunday,Afternoon,pettarani,rappocini,TL,R4,R4,-5.1521953,119.4374749
Saturday,Afternoon,sungai limboto,ujung pandang,TL,R2,NOV,-5.1422741,119.4193335
Sunday,Evening,pate'ne,biringkanaya,TK,R2,R2,-5.0694202,119.5173602
Thursday,Morning,insinyur sutami,biringkanaya,OC,R2,NOV,-5.0682302,119.5245258
Thursday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Sunday,Evening,gunung latimojong,makassar,TL,R2,R2,-5.1405404,119.4208275
Sunday,Afternoon,veteran selatan,makassar,OC,R2,NOV,-5.1476981,119.4251041
Monday,Evening,jenderal sudirman,ujung pandang,TK,R2,R4,-5.1330957,119.4136579
Monday,Afternoon,pettarani,panakkukang,TL,R2,R2,-5.1366409,119.4400406
Tuesday,Morning,insinyur sutami,tamalanrea,OC,R2,NOV,-5.0811953,119.5000284
Tuesday,Afternoon,letjen hertasning,panakkukang,TK,R2,R4,-5.1625545,119.4430925
Tuesday,Night,muh. tahir,tamalate,OC,R2,NOV,-5.1755446,119.4173674
Wednesday,Morning,mesjid raya,bontoala,TL,R2,R2,-5.1316682,119.4262745
Friday,Night,mesjid raya,bontoala,OC,R2,NOV,-5.1316682,119.4262745
Monday,Evening,pajaiang,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Wednesday,Evening,batua raya,panakkukang,OC,R2,NOV,-5.1496211,119.4605657
Wednesday,Morning,tidung ix,rappocini,TL,R2,R2,-5.1746932,119.4506579
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Sunday,Afternoon,gunung bawakaraeng,makassar,TK,R2,R2,-5.1354412,119.4177503
Wednesday,Afternoon,andi mappanyukki,mariso,TK,R2,R2,-5.156363,119.4149266
Monday,Morning,kancil tengah,mamajang,TL,R4,R4,-5.1591874,119.4176029
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Thursday,Morning,banta bantaeng,rappocini,TL,R2,NOV,-5.1618312,119.427016
Monday,Night,boulevard,panakkukang,TL,R4,R2,-5.1570791,119.447818
Sunday,Morning,pettarani,rappocini,TL,R2,R2,-5.1521953,119.4374749
Friday,Afternoon,tinumbu,bontoala,TK,R2,Rro,-5.1195488,119.4206733
Thursday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Friday,Morning,perintis kemerdekaan,biringkanaya,T,R2,NOV,-5.0757471,119.5229217
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Saturday,Afternoon,goa ria,biringkanaya,TL,R2,R2,-5.0810812,119.5253813
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,R4,R2,-5.1268846,119.5022473
Saturday,Afternoon,tidung vii,rappocini,TK,R4,R2,-5.1643817,119.443185
Friday,Morning,tol reformasi,tallo,TL,R4,NOV,-5.1108109,119.441089
Saturday,Afternoon,sultan alauddin,tamalate,TK,R4,B2,-5.1682367,119.4209823
Saturday,Afternoon,metro tanjung bunga,mariso,OC,R2,NOV,-5.1523252,119.4054678
Sunday,Night,inspeksi kanal,manggala,TK,R2,R2,-5.1656385,119.466649
Friday,Afternoon,haji bau,ujung pandang,TK,R2,R4,-5.1484105,119.414444
Saturday,Night,gunung latimojong,makassar,TK,R4,R2,-5.1405404,119.4208275
Sunday,Evening,inspeksi kanal,manggala,OC,R2,NOV,-5.1656385,119.466649
Monday,Morning,insinyur sutami,tamalanrea,OC,R2,NOV,-5.0811953,119.5000284
Monday,Afternoon,pettarani,panakkukang,OC,R2,NOV,-5.1366409,119.4400406
Friday,Evening,metro tanjung bunga,tamalate,TK,R2,R4,-5.1661576,119.3917443
Monday,Morning,insinyur sutami,biringkanaya,OC,R2,NOV,-5.0682302,119.5245258
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TM,R2,NOV,-5.0757471,119.5229217
Tuesday,Afternoon,urip sumuharjo,bontoala,OC,R2,NOV,-5.1348243,119.4316818
Sunday,Night,letjen hertasning,panakkukang,TL,R4,R2,-5.1625545,119.4430925
Tuesday,Afternoon,penghibur,ujung pandang,TK,R4,R2,-5.1438068,119.408091
Wednesday,Morning,sultan alauddin,rappocini,OC,R2,NOV,-5.176566,119.4363938
Monday,Morning,aroepala,rappocini,OC,R2,NOV,-5.1722183,119.4529
Thursday,Afternoon,karaeng bonto tangga,rappocini,T,TR,NOV,-5.1821504,119.4496426
Wednesday,Afternoon,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Friday,Evening,profesor abdurrahman basalamah,panakkukang,TL,R4,R2,-5.1471505,119.4492661
Saturday,Afternoon,kakatua,mariso,TK,R2,R4,-5.1611828,119.412518
Friday,Evening,perintis kemerdekaan,biringkanaya,TL,TR,R4,-5.0757471,119.5229217
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Saturday,Morning,kima raya ii,biringkanaya,OC,R2,NOV,-5.1103799,119.5032456
Friday,Afternoon,pajaiang,biringkanaya,TK,R2,R2,-5.1048027,119.5252166
Tuesday,Afternoon,kw. pergudangan dan industri parangloe,tamalanrea,OC,R2,NOV,-5.0984447,119.4908881
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Sunday,Evening,taman makam pahlawan,panakkukang,T,R2,NOV,-5.1465651,119.4612296
Sunday,Afternoon,dokter leimena,panakkukang,TL,TR,R2,-5.1499481,119.4710365
Sunday,Evening,muhammad yamin,makassar,TL,R2,R2,-5.1403673,119.4294476
Tuesday,Morning,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Monday,Afternoon,toddopuli xii,panakkukang,TK,R2,R2,-5.1634968,119.4533003
Tuesday,Morning,pettarani,rappocini,TK,R4,R2,-5.1521953,119.4374749
Monday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Sunday,Afternoon,gunung bawakaraeng,bontoala,OC,R2,NOV,-5.1350674,119.4278646
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Sunday,Morning,paccerakkang,biringkanaya,TM,R2,NOV,-5.1239434,119.5224673
Tuesday,Morning,pettarani,panakkukang,TM,R2,NOV,-5.1366409,119.4400406
Tuesday,Evening,veteran utara,makassar,TK,R2,NOV,-5.1457033,119.4248691
Monday,Afternoon,insinyur sutami,tamalanrea,OC,R2,NOV,-5.0811953,119.5000284
Tuesday,Morning,telegraf 3,biringkanaya,OC,R2,NOV,-5.1299874,119.5149803
Tuesday,Afternoon,insinyur sutami,tamalanrea,OC,R2,NOV,-5.0811953,119.5000284
Tuesday,Afternoon,kesenangan ii,tamalanrea,OC,R2,NOV,-5.1381736,119.5141077
Monday,Morning,baruga raya,manggala,OC,R2,NOV,-5.1566232,119.4885953
Wednesday,Morning,tamangapa raya,manggala,TK,R2,Rro,-5.1878951,119.4918248
Tuesday,Morning,pettarani,panakkukang,TK,Rro,R4,-5.1366409,119.4400406
Wednesday,Afternoon,perumnas antang,manggala,TM,R4,NOV,-5.1671551,119.4804238
Wednesday,Evening,manyikkoaya,biringkanaya,OC,R2,NOV,-5.0770234,119.530081
Thursday,Morning,insinyur sutami,tamalanrea,TK,R2,TR,-5.0811953,119.5000284
Wednesday,Afternoon,veteran selatan,mamajang,OC,R2,NOV,-5.1582605,119.423168
Wednesday,Evening,a.r. hakim,tallo,TK,R2,R2,-5.12141,119.4347354
Friday,Afternoon,barawaja ii,panakkukang,TK,R2,R4,-5.1357031,119.4402319
Friday,Afternoon,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Wednesday,Afternoon,toddopuli raya,panakkukang,TK,R2,R2,-5.1634474,119.4522972
Friday,Afternoon,bakung,biringkanaya,TL,R2,R2,-5.0863643,119.5291411
Friday,Afternoon,pettarani,panakkukang,TL,R4,R2,-5.1366409,119.4400406
Friday,Afternoon,muhammad paleo raya,manggala,TK,R4,R2,-5.1628221,119.4790661
Saturday,Morning,letjen hertasning i,rappocini,T,R2,NOV,-5.1625545,119.4430925
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.0757471,119.5229217
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Friday,Morning,bakung,biringkanaya,TK,R4,R4,-5.0863643,119.5291411
Saturday,Evening,dg. hayo,manggala,TM,R2,NOV,-5.156152,119.477699
Monday,Morning,urip sumuharjo,panakkukang,TK,R4,R2,-5.1348243,119.4316818
Sunday,Afternoon,tamalanrea raya,tamalanrea,TK,R2,TR,-5.1389844,119.5193272
Sunday,Evening,dg. ramang,biringkanaya,OC,R2,NOV,-5.0965706,119.5192652
Monday,Afternoon,batua raya,panakkukang,OC,R2,NOV,-5.1496211,119.4605657
Sunday,Afternoon,batua raya,panakkukang,TM,TR,NOV,-5.1496211,119.4605657
Saturday,Morning,pettarani,rappocini,TL,R2,R2,-5.1521953,119.4374749
Tuesday,Afternoon,rappocini raya,rappocini,TL,R2,R4,-5.1564772,119.4310769
Saturday,Afternoon,taman sudiang indah,biringkanaya,TK,R2,R4,-5.0862658,119.519356
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Monday,Night,insinyur sutami,tamalanrea,TL,R2,NOV,-5.0811953,119.5000284
Monday,Afternoon,pajaiang,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166
Monday,Afternoon,paccerakkang,biringkanaya,TK,R2,R2,-5.1239434,119.5224673
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Tuesday,Morning,metro tanjung bunga,tamalate,OC,R2,NOV,-5.1661576,119.3917443
Thursday,Afternoon,gunung bawakaraeng,bontoala,TL,R2,R2,-5.1350674,119.4278646
Wednesday,Morning,daeng tata raya,tamalate,TL,R4,R2,-5.1850019,119.423432
Friday,Morning,batua raya,panakkukang,TL,R2,R2,-5.1496211,119.4605657
Friday,Morning,mesjid raya,bontoala,TM,R2,NOV,-5.1316682,119.4262745
Wednesday,Evening,karantina,panakkukang,OC,R2,NOV,-5.1363794,119.433666
Friday,Afternoon,mortir i,biringkanaya,TK,R2,R2,-5.1185508,119.5286898
Thursday,Afternoon,kapasa raya,biringkanaya,TL,R2,R2,-5.1128231,119.5115767
Sunday,Evening,taman sudiang indah,biringkanaya,OC,R2,NOV,-5.0862658,119.519356
Friday,Morning,perintis kemerdekaan,biringkanaya,OC,R2,NOV,-5.0757471,119.5229217
Thursday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Friday,Afternoon,sinasara,tallo,TM,R2,NOV,-5.1183042,119.4388725
Saturday,Afternoon,insinyur sutami,biringkanaya,TK,R2,R4,-5.0682302,119.5245258
Saturday,Morning,monumen emmy saelan,rappocini,TL,R2,R2,-5.1716927,119.4425634
Saturday,Afternoon,nipa nipa,manggala,TK,R2,R4,-5.1624042,119.5001015
Sunday,Afternoon,lembo,tallo,TK,R2,R2,-5.1177961,119.4233696
Sunday,Afternoon,kelapa iii,panakkukang,OC,R2,NOV,-5.1471038,119.4351241
Saturday,Evening,inspeksi kanal,manggala,TL,R2,R2,-5.1656385,119.466649
Sunday,Evening,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Sunday,Evening,tol reformasi,tallo,TM,R4,NOV,-5.1108109,119.441089
Sunday,Morning,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.0757471,119.5229217
Saturday,Morning,yusuf dg. ngawing,rappocini,TL,R2,R2,-5.1663271,119.4398537
Sunday,Morning,kapasa raya,biringkanaya,TM,R2,NOV,-5.1128231,119.5115767
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Monday,Afternoon,pettarani,panakkukang,TL,R4,R4,-5.1366409,119.4400406
Saturday,Evening,batua raya,panakkukang,TL,R2,R2,-5.1496211,119.4605657
Thursday,Evening,saripah raya,panakkukang,TL,R2,R2,-5.1508685,119.4539332
Monday,Afternoon,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Sunday,Night,tol reformasi,tallo,TK,R4,R2,-5.1108109,119.441089
Monday,Evening,nipa nipa,manggala,TL,R2,R2,-5.1624042,119.5001015
Tuesday,Afternoon,urip sumuharjo,makassar,TL,R2,R2,-5.1348243,119.4316818
Tuesday,Morning,metro tanjung bunga,mariso,TL,R2,R2,-5.1523252,119.4054678
Monday,Afternoon,kajoalalido,ujung pandang,TM,R4,NOV,-5.1349231,119.4105422
Monday,Evening,gunung merapi,ujung pandang,TL,R2,R2,-5.1469143,119.417694
Monday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Monday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Tuesday,Afternoon,inspeksi kanal,manggala,OC,R4,NOV,-5.1656385,119.466649
Tuesday,Afternoon,insinyur sutami,biringkanaya,OC,R2,NOV,-5.0682302,119.5245258
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Wednesday,Morning,sanrangan,biringkanaya,OC,R2,NOV,-5.104958,119.5151185
Wednesday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Wednesday,Morning,faisal iv,rappocini,TK,R4,R4,-5.1629123,119.4331041
Wednesday,Night,cendrawasih,mariso,TK,R2,R4,-5.155219,119.4137008
Tuesday,Night,metro tanjung bunga,tamalate,TK,R2,R2,-5.1661576,119.3917443
Tuesday,Night,kerung-kerung,makassar,TK,R2,R2,-5.1402076,119.425703
Wednesday,Afternoon,malengkeri,tamalate,TK,R2,TR,-5.1875239,119.4339559
Thursday,Afternoon,pettarani,panakkukang,TK,TR,R2,-5.1366409,119.4400406
Friday,Afternoon,sungai saddang baru,makassar,OC,R2,NOV,-5.1494361,119.4323848
Friday,Night,sungai saddang baru,makassar,TL,R2,R2,-5.1494361,119.4323848
Saturday,Morning,paccerakkang,biringkanaya,TK,R2,TR,-5.1239434,119.5224673
Saturday,Afternoon,sultan alauddin,tamalate,TK,R4,R4,-5.1682367,119.4209823
Thursday,Evening,goa ria,biringkanaya,OC,R2,NOV,-5.0810812,119.5253813
Saturday,Evening,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Friday,Morning,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Friday,Evening,dg. mangga,biringkanaya,OC,R2,NOV,-5.1147309,119.530569
Friday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Evening,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Sunday,Afternoon,sam ratulangi,mamajang,TM,R2,NOV,-5.161255,119.4173574
Sunday,Afternoon,boulevard,panakkukang,TL,R4,R4,-5.1570791,119.447818
Saturday,Evening,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Saturday,Afternoon,poros hartaco indah,tamalate,TK,R2,R2,-5.186378,119.4239516
Friday,Night,teuku umar raya,tallo,TK,R2,R2,-5.1175544,119.4319332
Monday,Evening,adyaksa,panakkukang,OC,R2,NOV,-5.1596882,119.4473728
Saturday,Afternoon,dokter leimena,panakkukang,TL,R2,R2,-5.1499481,119.4710365
Sunday,Afternoon,dokter leimena,panakkukang,TK,R4,R4,-5.1499481,119.4710365
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Sunday,Afternoon,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Friday,Afternoon,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Saturday,Morning,malengkeri,tamalate,OC,R2,NOV,-5.1875239,119.4339559
Monday,Evening,masjid baiturrahman,panakkukang,TL,R4,R4,-5.1420326,119.4536857
Sunday,Night,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Monday,Morning,kesatuan,tamalanrea,TK,R2,R2,-5.132711,119.5189682
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Sunday,Morning,paccerakkang,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673
Monday,Evening,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Monday,Morning,serigala,mamajang,T,R2,NOV,-5.1607129,119.4210329
Tuesday,Evening,gunung bawakaraeng,bontoala,TK,R2,R4,-5.1350674,119.4278646
Wednesday,Afternoon,baruga raya,manggala,TK,R4,R2,-5.1566232,119.4885953
Thursday,Morning,rajawali,mariso,TL,R2,R2,-5.1487498,119.4096122
Wednesday,Morning,raya kampus unhas,tamalanrea,TK,R2,R2,-5.1306817,119.4908747
Monday,Morning,insinyur sutami,biringkanaya,OC,R4,NOV,-5.0682302,119.5245258
Wednesday,Afternoon,tol reformasi,tamalanrea,TK,R4,R4,-5.1100702,119.4431215
Tuesday,Night,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Sunday,Evening,paccerakkang,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673
Monday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Thursday,Evening,gunung latimojong,makassar,TL,R2,R2,-5.1405404,119.4208275
Tuesday,Night,pendidikan,rappocini,T,R2,NOV,-5.172448,119.4370585
Friday,Afternoon,yusuf dg. ngawing,rappocini,TL,TR,R4,-5.1663271,119.4398537
Thursday,Night,gunung latimojong,makassar,TM,R2,NOV,-5.1405404,119.4208275
Tuesday,Afternoon,manuruki ii,tamalate,OC,R2,NOV,-5.1767173,119.4289629
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R4,R4,-5.0757471,119.5229217
Thursday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Friday,Afternoon,sungai saddang baru,makassar,T,R2,NOV,-5.1494361,119.4323848
Friday,Morning,sunu,bontoala,TL,R4,R4,-5.1321811,119.4269256
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Saturday,Morning,jenderal ahmad yani,ujung pandang,TK,R2,R2,-5.132958,119.4104713
Saturday,Morning,gunung bawakaraeng,bontoala,TM,R2,NOV,-5.1350674,119.4278646
Friday,Evening,sunu,tallo,TM,R2,NOV,-5.1247334,119.4296097
Sunday,Morning,veteran selatan,makassar,TK,R2,R4,-5.1476981,119.4251041
Sunday,Morning,pettarani,rappocini,OC,R2,NOV,-5.1521953,119.4374749
Saturday,Morning,kumala,tamalate,T,R2,NOV,-5.169866,119.4189942
Friday,Afternoon,abdullah daeng sirua,manggala,TM,B2,NOV,-5.1502262,119.4624701
Saturday,Afternoon,pettarani,panakkukang,TK,R2,Rro,-5.1366409,119.4400406
Sunday,Afternoon,bakung,biringkanaya,OC,R2,NOV,-5.0863643,119.5291411
Wednesday,Morning,veteran selatan,mamajang,TL,R4,R4,-5.1582605,119.423168
Tuesday,Night,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Saturday,Morning,rappocini raya,rappocini,TK,R2,R2,-5.1564772,119.4310769
Tuesday,Evening,urip sumuharjo,panakkukang,TK,R4,R2,-5.1348243,119.4316818
