day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,lat,long
Wednesday,Evening,abdullah daeng sirua,panakkukang,OC,R2,NOV,-5.1502262,119.4624701
Friday,Afternoon,veteran selatan,makassar,TK,R4,R4,-5.1476981,119.4251041
Thursday,Night,sungai saddang baru,makassar,TK,R4,R4,-5.1494361,119.4323848
Wednesday,Evening,paccerakkang,biringkanaya,TL,R4,R4,-5.1239434,119.5224673
Wednesday,Afternoon,pajaiang,biringkanaya,TM,R2,NOV,-5.1048027,119.5252166
Thursday,Morning,cendrawasih iii,mariso,TK,R2,R2,-5.155219,119.4137008
Friday,Morning,sultan alauddin,tamalate,TM,R2,NOV,-5.1682367,119.4209823
Saturday,Night,kumala,tamalate,T,R2,NOV,-5.169866,119.4189942
Thursday,Morning,gunung latimojong,makassar,T,R2,NOV,-5.1405404,119.4208275
Thursday,Morning,abdullah daeng sirua,panakkukang,TL,R2,R4,-5.1502262,119.4624701
Friday,Morning,pajaiang,biringkanaya,TL,R2,R2,-5.1048027,119.5252166
Sunday,Evening,lanto daeng pasewang,mamajang,TL,R2,Rro,-5.1520547,119.4161456
Thursday,Morning,metro tanjung bunga,mariso,TK,R2,R4,-5.1523252,119.4054678
Friday,Evening,parumpa,biringkanaya,TK,R4,R4,-5.117091,119.5096487
Saturday,Night,katimbang,biringkanaya,TL,R2,R2,-5.1381608,119.5208779
Friday,Afternoon,kotipa raya,biringkanaya,T,R2,NOV,-5.132199,119.5260262
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Saturday,Evening,daeng ramang,biringkanaya,TM,R2,NOV,-5.0936057,119.5138158
Sunday,Afternoon,dokter leimena,panakkukang,TK,R4,R4,-5.1499481,119.4710365
Saturday,Morning,mutiara boulevard,biringkanaya,OC,R2,NOV,-5.0760206,119.5007986
Monday,Afternoon,mutiara boulevard,biringkanaya,OC,R2,NOV,-5.0760206,119.5007986
Monday,Afternoon,dg. hayo,manggala,OC,R2,NOV,-5.156152,119.477699
Saturday,Evening,dangko,tamalate,TK,R4,R2,-5.1820983,119.4150245
Monday,Afternoon,veteran selatan,makassar,TL,R4,R2,-5.1476981,119.4251041
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Monday,Evening,metro tanjung bunga,tamalate,TL,R2,R2,-5.1661576,119.3917443
Tuesday,Afternoon,raya baruga,manggala,TK,R2,R2,-5.1566232,119.4885953
Monday,Night,perintis kemerdekaan,biringkanaya,OC,R2,NOV,-5.0757471,119.5229217
Monday,Night,tamangapa raya,manggala,TL,R2,NOV,-5.1878951,119.4918248
Monday,Evening,sam ratulangi,mariso,TK,R4,R2,-5.1610298,119.4173875
Wednesday,Afternoon,nuri,mariso,TL,R2,R2,-5.1613624,119.4092236
Wednesday,Morning,galangan kapal,tallo,TL,R4,R2,-5.1116901,119.4310929
Wednesday,Evening,metro tanjung bunga,tamalate,T,R2,NOV,-5.1661576,119.3917443
Friday,Night,pannampu,tallo,TK,R2,R2,-5.1184614,119.4264568
Saturday,Morning,kenanga,mariso,TK,R2,R4,-5.1622419,119.4101094
Friday,Afternoon,sunu,tallo,TK,R2,R2,-5.1247334,119.4296097
Friday,Afternoon,goa ria,biringkanaya,TK,R4,R4,-5.0810812,119.5253813
Thursday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,R4,R2,-5.1471505,119.4492661
Thursday,Evening,hertasning ix,rappocini,TK,R4,R2,-5.165497,119.4402212
Thursday,Morning,monginsidi,makassar,TL,R4,R2,-5.1486573,119.4231372
Sunday,Evening,jenderal sudirman,ujung pandang,TK,R2,R2,-5.1330957,119.4136579
Friday,Morning,insinyur sutami,tallo,TL,R2,R2,-5.1150772,119.4212502
Tuesday,Evening,mesjid raya,bontoala,TL,R2,R2,-5.1316682,119.4262745
Saturday,Afternoon,cendrawasih,mariso,TK,R4,R2,-5.155219,119.4137008
Friday,Night,pajukukang,tamalate,TK,R2,R2,-5.2019757,119.3874662
Sunday,Night,rajawali,mariso,TK,R4,R2,-5.1487498,119.4096122
Friday,Afternoon,malengkeri,tamalate,TK,R2,R2,-5.1875239,119.4339559
Sunday,Morning,pajukukang,tamalate,TL,R4,R2,-5.2019757,119.3874662
Monday,Morning,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Monday,Morning,sungai saddang,makassar,TL,R2,R2,-5.146825,119.4249085
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Monday,Morning,poros asrama haji,biringkanaya,T,R2,NOV,-5.0861926,119.5360459
Friday,Night,andi tonro,tamalate,TK,R2,R4,-5.1725621,119.4203633
Monday,Afternoon,lagaligo,ujung pandang,TK,R2,R4,-5.146835,119.4142894
Monday,Morning,metro tanjung bunga,mariso,TK,R4,R2,-5.1523252,119.4054678
Friday,Morning,adyaksa,panakkukang,TL,R2,R2,-5.1596882,119.4473728
Sunday,Afternoon,daeng ramang,biringkanaya,TK,R2,R4,-5.0936057,119.5138158
Tuesday,Night,urip sumuharjo,panakkukang,TL,R4,R4,-5.1348243,119.4316818
Wednesday,Morning,pengayoman,panakkukang,TK,R2,R2,-5.1601369,119.4481629
Wednesday,Afternoon,sultan alauddin,tamalate,TK,R4,R4,-5.1682367,119.4209823
Wednesday,Evening,tol reformasi,tamalanrea,OC,R4,NOV,-5.1100702,119.4431215
Thursday,Morning,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Thursday,Afternoon,aroepala,rappocini,TM,R2,NOV,-5.1722183,119.4529
Thursday,Morning,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
Thursday,Afternoon,cendrawasih,mariso,TK,R4,R4,-5.155219,119.4137008
Tuesday,Night,urip sumuharjo,panakkukang,TK,R4,R2,-5.1348243,119.4316818
Saturday,Morning,teuku umar raya,tallo,TL,R2,R2,-5.1175544,119.4319332
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,TR,R2,-5.0757471,119.5229217
Tuesday,Afternoon,insinyur sutami,tamalanrea,TK,R4,R2,-5.0811953,119.5000284
Friday,Evening,veteran selatan,mamajang,TL,R4,R2,-5.1582605,119.423168
Thursday,Afternoon,tamangapa raya,manggala,TL,R4,R2,-5.1878951,119.4918248
Thursday,Afternoon,nikel raya,rappocini,TK,R2,R4,-5.153695,119.4366357
Saturday,Evening,pajaiang,biringkanaya,TL,R2,R2,-5.1048027,119.5252166
Sunday,Night,perintis kemerdekaan,biringkanaya,TB,R4,R4,-5.0757471,119.5229217
Sunday,Evening,datuk patimang,tallo,TL,R2,R2,-5.1258937,119.4324363
Friday,Afternoon,barawaja,panakkukang,TL,R2,R2,-5.1357031,119.4402319
Saturday,Morning,barawaja,panakkukang,TK,R2,R4,-5.1357031,119.4402319
Sunday,Afternoon,borong raya,manggala,TK,TR,NOV,-5.1620883,119.4635886
Monday,Morning,pettarani,rappocini,TL,TR,R4,-5.1521953,119.4374749
Sunday,Afternoon,dokter leimena,panakkukang,TL,R2,NOV,-5.1499481,119.4710365
Tuesday,Night,letjen hertasning,panakkukang,OC,R2,NOV,-5.1625545,119.4430925
Thursday,Evening,sam ratulangi,mamajang,T,R2,NOV,-5.161255,119.4173574
Wednesday,Evening,veteran selatan,mamajang,TK,R2,R2,-5.1582605,119.423168
Tuesday,Evening,insinyur sutami,biringkanaya,TL,R2,R2,-5.0682302,119.5245258
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Wednesday,Morning,sam ratulangi,mamajang,TK,R4,R2,-5.161255,119.4173574
Friday,Evening,pettarani,rappocini,T,R2,NOV,-5.1521953,119.4374749
Tuesday,Evening,batua raya,panakkukang,TK,R2,R2,-5.1496211,119.4605657
Friday,Night,cendrawasih,mariso,TK,R2,R4,-5.155219,119.4137008
Thursday,Afternoon,cendrawasih,mamajang,TL,R2,NOV,-5.167086,119.4118044
Wednesday,Afternoon,andi mappaodang,tamalate,TL,R2,R4,-5.1732205,119.4158686
Saturday,Night,sultan alauddin,tamalate,TL,R4,R2,-5.1682367,119.4209823
Sunday,Night,sudirman,ujung pandang,TK,R4,R2,-5.1330957,119.4136579
Thursday,Afternoon,malengkeri,tamalate,TM,R2,NOV,-5.1875239,119.4339559
Friday,Night,dokter leimena,panakkukang,TK,R2,R4,-5.1499481,119.4710365
Wednesday,Morning,nipa ii,manggala,TL,R4,R2,-5.1669338,119.4941739
Wednesday,Morning,pettarani,rappocini,LL,R2,NOV,-5.1521953,119.4374749
Wednesday,Afternoon,poros nusa harapan permai,tamalanrea,TL,R2,NOV,-5.1394117,119.5190607
Friday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Wednesday,Afternoon,sungai saddang baru,makassar,TK,R2,R4,-5.1494361,119.4323848
Sunday,Night,perintis kemerdekaan,tamalanrea,TL,R4,NOV,-5.1268846,119.5022473
Sunday,Night,insinyur sutami,tamalanrea,TK,R4,TR,-5.0811953,119.5000284
Monday,Afternoon,metro tanjung bunga,tamalate,TK,R2,R4,-5.1661576,119.3917443
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Sunday,Night,raya kampus unhas,tamalanrea,OC,R2,NOV,-5.1306817,119.4908747
Wednesday,Afternoon,galangan kapal,tallo,TK,R2,TR,-5.1116901,119.4310929
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R4,R4,-5.0757471,119.5229217
Tuesday,Morning,malengkeri,tamalate,TL,R2,NOV,-5.1875239,119.4339559
Thursday,Morning,kandea,bontoala,TL,R2,NOV,-5.1284577,119.4223128
Thursday,Morning,batua raya,panakkukang,TK,R2,R2,-5.1496211,119.4605657
Sunday,Night,gunung latimojong,makassar,TL,R4,R2,-5.1405404,119.4208275
Friday,Morning,tamalate i,rappocini,TL,TR,R2,-5.1675882,119.4479146
Friday,Evening,pandang raya,panakkukang,TK,R4,R2,-5.1575506,119.4492175
Thursday,Afternoon,nuri,mariso,TK,R2,R2,-5.1613624,119.4092236
Thursday,Afternoon,pengayoman,panakkukang,TK,R4,R2,-5.1601369,119.4481629
Friday,Morning,sultan abdullah,tallo,TL,R2,R2,-5.1037126,119.4396863
Saturday,Morning,urip sumuharjo,makassar,TM,R2,NOV,-5.1348243,119.4316818
Monday,Morning,perintis kemerdekaan vii,tamalanrea,TK,R2,R2,-5.1400001,119.4915801
Sunday,Morning,urip sumuharjo,panakkukang,TK,R2,R3,-5.1348243,119.4316818
Thursday,Afternoon,sungai limboto,makassar,TL,R2,NOV,-5.1422741,119.4193335
Friday,Night,arief rate,ujung pandang,TL,R4,R2,-5.146145,119.4128284
Sunday,Night,kenanga,mariso,OC,R2,NOV,-5.1622419,119.4101094
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,R4,NOV,-5.1348243,119.4316818
Saturday,Morning,sultan alauddin,tamalate,TL,R2,R2,-5.1682367,119.4209823
Sunday,Afternoon,baji minasa ii,mariso,TM,R2,NOV,-5.1657427,119.4097701
Sunday,Morning,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Monday,Afternoon,letjen hertasning,panakkukang,TK,R2,R2,-5.1625545,119.4430925
Monday,Afternoon,cendrawasih,mariso,TM,R2,NOV,-5.155219,119.4137008
Tuesday,Evening,dokter leimena,panakkukang,TB,TR,R4,-5.1499481,119.4710365
Tuesday,Morning,gunung rinjani,tamalate,TK,R4,R2,-5.1819407,119.3940188
Tuesday,Evening,singa,mamajang,TL,R2,NOV,-5.1582823,119.4168762
Sunday,Evening,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Thursday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Tuesday,Morning,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Wednesday,Evening,botolempangan,ujung pandang,TK,R2,R2,-5.1419956,119.4120218
Thursday,Evening,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Friday,Morning,adyaksa,panakkukang,TK,R4,R4,-5.1596882,119.4473728
Saturday,Morning,veteran selatan,makassar,TM,R2,NOV,-5.1476981,119.4251041
Sunday,Night,urip sumuharjo,makassar,T,R2,NOV,-5.1348243,119.4316818
Sunday,Evening,bandang,bontoala,TL,R2,R2,-5.1265716,119.4194415
Saturday,Afternoon,pajukukang,tamalate,TL,R4,R2,-5.2019757,119.3874662
Monday,Morning,abdul kadir,tamalate,TM,R2,NOV,-5.1889079,119.4132067
Saturday,Morning,urip sumuharjo,panakkukang,TM,TR,NOV,-5.1348243,119.4316818
Saturday,Afternoon,yusuf dg. ngawing,rappocini,TK,TR,R4,-5.1663271,119.4398537
Monday,Morning,urip sumuharjo,makassar,TM,R2,NOV,-5.1348243,119.4316818
Monday,Night,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Monday,Afternoon,insinyur sutami,tamalanrea,OC,R4,NOV,-5.0811953,119.5000284
Tuesday,Morning,lasinrang,ujung pandang,TK,R4,R2,-5.146835,119.4142894
Wednesday,Night,lamadukelleng,ujung pandang,TL,R2,R4,-5.1414467,119.4107642
Wednesday,Night,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Monday,Morning,tamangapa raya,manggala,TK,R2,R2,-5.1878951,119.4918248
Wednesday,Morning,insinyur sutami,biringkanaya,TL,R2,R2,-5.0682302,119.5245258
Monday,Morning,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Tuesday,Afternoon,abdul kadir,tamalate,TK,R4,R4,-5.1889079,119.4132067
Wednesday,Morning,monginsidi,makassar,TM,R2,NOV,-5.1486573,119.4231372
Wednesday,Morning,tinumbu,bontoala,TL,R2,R2,-5.1195488,119.4206733
Wednesday,Night,penghibur,ujung pandang,TL,R2,R2,-5.1438068,119.408091
Wednesday,Afternoon,nipa nipa 2,manggala,TL,R2,R2,-5.1666911,119.493926
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Thursday,Afternoon,poros asrama haji,biringkanaya,TK,R4,R2,-5.0861926,119.5360459
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Thursday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Thursday,Morning,raya kampus unhas,tamalanrea,TK,R2,R2,-5.1306817,119.4908747
Saturday,Morning,bakung i,biringkanaya,TM,R2,NOV,-5.0875939,119.5334226
Friday,Afternoon,salahutu,makassar,TK,R4,R2,-5.1412436,119.4218896
Sunday,Evening,cendrawasih,mariso,TK,R4,R3,-5.155219,119.4137008
Friday,Morning,sungai saddang baru,makassar,TL,R2,R2,-5.1494361,119.4323848
Friday,Night,pettarani,panakkukang,TK,R4,R2,-5.1366409,119.4400406
Thursday,Evening,pelita raya,rappocini,TL,R2,NOV,-5.1528655,119.4341715
Saturday,Afternoon,maccini sawah,makassar,TK,R4,R2,-5.1374548,119.4297329
Saturday,Afternoon,lamadukelleng,ujung pandang,TL,R4,R2,-5.1414467,119.4107642
Sunday,Morning,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Sunday,Night,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Sunday,Morning,insinyur sutami,tamalanrea,TK,R2,R2,-5.0811953,119.5000284
Saturday,Morning,daeng ngeppe,tamalate,T,R2,NOV,-5.1805506,119.4171173
Sunday,Morning,insinyur sutami,tamalanrea,T,R2,NOV,-5.0811953,119.5000284
Saturday,Afternoon,rappocini raya,rappocini,TL,R2,R2,-5.1564772,119.4310769
Monday,Afternoon,tala' salapang,rappocini,TL,R2,R2,-5.1816916,119.442485
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Saturday,Evening,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Saturday,Afternoon,tupai,mamajang,TK,R2,R2,-5.1604904,119.4202026
Tuesday,Morning,gunung bulusaraung,ujung pandang,TK,R2,R2,-5.1330062,119.4135683
Tuesday,Evening,veteran selatan,mamajang,TK,R2,R2,-5.1582605,119.423168
Tuesday,Afternoon,abdul kadir,tamalate,TL,R2,NOV,-5.1889079,119.4132067
Tuesday,Morning,sultan hasanuddin,ujung pandang,TM,R2,NOV,-5.1452672,119.4126554
Wednesday,Afternoon,andi djemma,rappocini,TL,R4,R2,-5.1663103,119.428782
Wednesday,Afternoon,toddopuli v,panakkukang,TK,R2,R2,-5.1629652,119.4516598
Wednesday,Afternoon,pengayoman,panakkukang,TK,R4,R2,-5.1601369,119.4481629
Wednesday,Evening,tala' salapang,rappocini,TL,R3,R2,-5.1816916,119.442485
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Thursday,Afternoon,raya kampus unhas,tamalanrea,TM,R2,R2,-5.1306817,119.4908747
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Thursday,Evening,paccerakkang,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673
Thursday,Evening,perintis kemerdekaan,biringkanaya,TM,R2,NOV,-5.0757471,119.5229217
Friday,Morning,kandea iii,bontoala,TM,R2,NOV,-5.1271822,119.4237625
Friday,Morning,gatot subroto,tallo,TK,R2,R2,-5.1182717,119.4350626
Monday,Night,cumi-cumi,bontoala,T,R2,NOV,-5.1337823,119.4292999
Saturday,Afternoon,pengayoman,panakkukang,TK,R4,R2,-5.1601369,119.4481629
Saturday,Morning,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Friday,Evening,pettarani,panakkukang,TL,R4,R2,-5.1366409,119.4400406
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Wednesday,Afternoon,salodong,biringkanaya,LL,TR,NOV,-5.0751774,119.4830507
Monday,Afternoon,gunung malabar,ujung pandang,TK,R2,R4,-5.1793589,119.3986315
Thursday,Morning,urip sumuharjo,bontoala,TM,R2,NOV,-5.1348243,119.4316818
Saturday,Evening,jipang raya,rappocini,TK,R3,R2,-5.1868077,119.4483734
Wednesday,Afternoon,malengkeri,tamalate,TK,R4,R4,-5.1875239,119.4339559
Monday,Morning,pajukukang,tamalate,OC,R2,R2,-5.2019757,119.3874662
Friday,Evening,malengkeri,tamalate,TK,R2,R2,-5.1875239,119.4339559
Tuesday,Evening,kima raya ii,biringkanaya,T,R2,NOV,-5.1103799,119.5032456
Monday,Evening,mula baru,tamalanrea,TM,R4,NOV,-5.0904406,119.4819807
Monday,Morning,andi mangerangi,tamalate,TL,R3,R2,-5.16894,119.4185142
Monday,Night,veteran selatan,mamajang,TK,R2,R2,-5.1582605,119.423168
Tuesday,Morning,ujung bor,manggala,TL,R2,R2,-5.1655997,119.5073543
Sunday,Evening,sunu,tallo,TM,R2,NOV,-5.1247334,119.4296097
Monday,Afternoon,pettarani,panakkukang,TL,R4,R2,-5.1366409,119.4400406
Wednesday,Morning,boulevard,panakkukang,TL,R4,R2,-5.1570791,119.447818
Monday,Afternoon,perintis kemerdekaan iii,tamalanrea,TL,R2,R2,-5.1400001,119.4915801
Wednesday,Afternoon,pajukukang,tamalate,TL,R2,NOV,-5.2019757,119.3874662
Wednesday,Night,borong raya,manggala,TK,R2,R2,-5.1620883,119.4635886
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.0757471,119.5229217
Friday,Evening,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Friday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Friday,Afternoon,kumala,tamalate,TK,R4,R4,-5.169866,119.4189942
Sunday,Night,paccerakkang,tamalanrea,TL,R2,R2,-5.1296168,119.5220078
Saturday,Evening,insinyur sutami,biringkanaya,TK,R2,R2,-5.0682302,119.5245258
Sunday,Morning,perintis kemerdekaan,biringkanaya,TK,R4,R4,-5.0757471,119.5229217
Sunday,Morning,paccerakkang,biringkanaya,TK,R2,R2,-5.1239434,119.5224673
Saturday,Morning,raya kampus unhas,tamalanrea,TM,R2,R2,-5.1306817,119.4908747
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Sunday,Afternoon,nuri,mariso,TK,R2,R2,-5.1613624,119.4092236
Sunday,Afternoon,monginsidi,makassar,TM,R2,NOV,-5.1486573,119.4231372
Monday,Afternoon,insinyur sutami,tamalanrea,TK,TR,R2,-5.0811953,119.5000284
Sunday,Night,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Monday,Morning,aroepala,rappocini,TL,R2,R2,-5.1722183,119.4529
Wednesday,Evening,anggrek ii,panakkukang,TK,R2,R2,-5.1609187,119.4550907
Tuesday,Night,pajaiang,biringkanaya,TK,R2,R4,-5.1048027,119.5252166
Tuesday,Evening,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Tuesday,Morning,aroepala,rappocini,TK,R2,R2,-5.1722183,119.4529
Sunday,Afternoon,veteran selatan,makassar,TL,R4,R2,-5.1476981,119.4251041
Wednesday,Morning,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Thursday,Evening,penghibur,ujung pandang,TK,R4,R4,-5.1438068,119.408091
Monday,Morning,maccini kidul,makassar,TK,R2,Rro,-5.1384703,119.4290742
Tuesday,Afternoon,insinyur sutami 1,tamalanrea,TK,TR,R4,-5.0851053,119.4920401
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Wednesday,Afternoon,letjen hertasning,rappocini,TL,R4,R2,-5.1630661,119.4444202
Wednesday,Afternoon,rajawali,mariso,TK,R2,R2,-5.1487498,119.4096122
Friday,Morning,sanrangan,biringkanaya,TK,R2,R2,-5.104958,119.5151185
Thursday,Afternoon,berua raya,biringkanaya,TM,R2,NOV,-5.1158621,119.5232925
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R4,R2,-5.1268846,119.5022473
Sunday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Sunday,Morning,pettarani,panakkukang,TK,R2,R2,-5.1366409,119.4400406
Friday,Afternoon,sunu,tallo,OC,R2,NOV,-5.1247334,119.4296097
Sunday,Afternoon,maccini baru,makassar,TK,R2,R2,-5.1377938,119.4279247
Monday,Morning,urip sumuharjo,bontoala,TL,R2,R2,-5.1348243,119.4316818
Tuesday,Night,gunung bulusaraung,bontoala,TK,R2,R2,-5.1319163,119.4173808
Monday,Evening,veteran selatan,mamajang,TL,R2,NOV,-5.1582605,119.423168
Monday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Monday,Afternoon,paccerakkang,biringkanaya,TM,R4,NOV,-5.1239434,119.5224673
Wednesday,Morning,sultan alauddin,rappocini,TB,R4,R4,-5.176566,119.4363938
Wednesday,Afternoon,yos sudarso,bontoala,TL,R2,R2,-5.1199966,119.4174866
Wednesday,Evening,urip sumuharjo,panakkukang,TK,R2,Rro,-5.1348243,119.4316818
Tuesday,Afternoon,paccerakkang,biringkanaya,TL,R3,R2,-5.1239434,119.5224673
Wednesday,Morning,a.r. hakim,tallo,TL,R2,R2,-5.12141,119.4347354
Wednesday,Night,monumen emmy saelan,rappocini,TK,R2,R2,-5.1716927,119.4425634
Wednesday,Evening,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Wednesday,Night,al markaz,bontoala,TL,R2,NOV,-5.1261896,119.4250175
Wednesday,Afternoon,tupai,mamajang,TL,R2,R2,-5.1604904,119.4202026
Friday,Morning,gatot subroto,tallo,TK,R2,R2,-5.1182717,119.4350626
Friday,Morning,metro tanjung bunga,tamalate,T,R2,NOV,-5.1661576,119.3917443
Friday,Morning,sultan dg raja,bontoala,TK,R2,R2,-5.1317416,119.4294578
Friday,Morning,veteran utara,bontoala,TM,R4,NOV,-5.1392193,119.4233132
Wednesday,Night,nipa nipa,manggala,TL,R2,R2,-5.1624042,119.5001015
Friday,Morning,monumen emmy saelan,rappocini,TK,R2,R4,-5.1716927,119.4425634
Sunday,Night,pengayoman,panakkukang,TK,R2,R4,-5.1601369,119.4481629
Friday,Night,haji kalla,panakkukang,TL,R2,R2,-5.1399514,119.4581721
Sunday,Morning,pajaiang,biringkanaya,TL,R4,R2,-5.1048027,119.5252166
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Friday,Morning,insinyur sutami,tamalanrea,TL,R4,R2,-5.0811953,119.5000284
Tuesday,Afternoon,kerukunan timur,tamalanrea,TK,R4,R2,-5.1399146,119.5094409
Sunday,Afternoon,bougenville,panakkukang,TL,R2,R2,-5.1579117,119.4451725
Tuesday,Evening,botolempangan,ujung pandang,TK,R4,R2,-5.1419956,119.4120218
Monday,Morning,bandang,bontoala,TK,R4,R2,-5.1265716,119.4194415
Tuesday,Evening,poros perumnas sudiang,biringkanaya,TK,R2,R2,-5.1014792,119.5314613
Tuesday,Afternoon,gunung merapi,ujung pandang,TK,R4,R4,-5.1469143,119.417694
Wednesday,Morning,kima raya ii,biringkanaya,TL,R2,R2,-5.1103799,119.5032456
Wednesday,Afternoon,g. batu putih,ujung pandang,TL,R2,R2,-5.1468769,119.4185684
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Thursday,Morning,metro tanjung bunga,tamalate,TL,R2,NOV,-5.1661576,119.3917443
Thursday,Evening,insinyur juanda,tallo,TK,R2,R2,-5.1215923,119.437589
Thursday,Afternoon,kumala,tamalate,TL,R3,R2,-5.169866,119.4189942
Thursday,Morning,veteran selatan,mamajang,TK,R2,R4,-5.1582605,119.423168
Wednesday,Afternoon,andi mappaodang,tamalate,TK,R2,NOV,-5.1732205,119.4158686
Thursday,Afternoon,barawaja ii,panakkukang,TL,R2,NOV,-5.1357031,119.4402319
Thursday,Evening,barawaja,panakkukang,TK,R2,TR,-5.1357031,119.4402319
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Saturday,Morning,maccini sawah,makassar,TK,R2,R2,-5.1374548,119.4297329
Saturday,Evening,lamadukelleng,ujung pandang,TM,R2,NOV,-5.1414467,119.4107642
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Friday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Monday,Morning,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Saturday,Morning,veteran utara,makassar,TK,R2,R2,-5.1457033,119.4248691
Wednesday,Morning,urip sumuharjo,panakkukang,TK,TR,R2,-5.1348243,119.4316818
Wednesday,Afternoon,domba,makassar,TK,R2,R4,-5.1502899,119.4217149
Tuesday,Evening,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Wednesday,Morning,tol reformasi,tallo,OC,R4,NOV,-5.1108109,119.441089
